word,phonetic,definition,translation,tag,context,collins,oxford,bnc,frq
descriptive,di'skriptiv,"a. serving to describe or inform or characterized by description
a. describing the structure of a language","a. 描述的, 叙述的",,Moreelegantly and adequately descriptive of the situationthan the twentieth-century scientific language ofpermeable membranes is the fourteenth-century (c.,1,0,7286,6920
desertion,di'zә:ʃәn,n. withdrawing support or help despite allegiance or responsibility,"n. 丢掉, 遗弃, 逃亡
[法] 长期分居, 开小差, 遗弃",gre,"A substantial numberof children actually are abandoned by their parentsduring child-hood, by death, by desertion, by sheernegligence, or, as in27 DISCIPLINEthe case of the financial analyst, by a simple lack of caring.",0,0,14889,20133
desperation,.despә'reiʃәn,n. desperate recklessness,n. 绝望,,"It is no wonder, then, thatthey feel the need to scramble for love, care and attentionwherever they can find it, and once having found it, cling to itwith a desperation that leads them to unloving, manipulative,Machiavellian behavior that destroys the very relationshipsthey seek to preserve.",1,0,7652,7496
destructively,,r. in a destructive manner,adv. 破坏地；狼狈地,,"In the arrogance of exercising power without the total self-awareness demanded by love, we are blissfully butdestructively igno-Love Is Disciplined 155rant of the fact that we are playing God.",0,0,41609,35156
developmental,di.velәp'mentәl,a. of or relating to or constituting development,"a. 发展的, 进化的, 启发的
[医] 发育的",,,1,0,8246,4588
deviancy,ˈdi:viənsi,,n. 偏常; 不正常; 偏常性; 变异性,,,0,0,38845,36067
deviled,'devəld,"v cause annoyance in; disturb, especially by minor irritations
v coat or stuff with a spicy paste",a. 蘸了很多芥末的,,The problem of separateness in close relationships has be-deviled mankind through the ages.,0,0,0,30201
differently,'difrentli,r. in another and different manner;,"adv. 差异, 不同, 各别, 各种",,"If I did not want tosuffer them, then I was free to choose not to work so hardand to structure my time differently.",0,1,4263,3133
differentness,,,n. different的变形,,,0,0,0,0
diminution,.dimi'nju:ʃәn,n. the statement of a theme in notes of lesser duration (usually half the length of the original),"n. 减少, 缩小, 减低
[医] 减少, 减小",gre,"Even if the relationship isnot sexually consummated, it is detrimental for thetherapist to ""fall in love"" with the patient, since, as we haveseen, falling in love involves a collapse of ego boundariesand a diminution of the normal sense of separation thatexists between individuals.",0,0,15347,21683
directorship,di'rektәʃip,n. the position of a director of a business concern,n. 管理者的职位,,"If God's in hisheaven and we're down here, and never the twain shallmeet, we can let Him have all the responsibility forevolution and the directorship of the universe.",0,0,19557,25277
disassociate,.disә'sәuʃieit,v. part; cease or break association with,v. (使)分离,,,0,0,32651,21409
disbelief,.disbi'li:f,"n doubt about the truth of something
n a rejection of belief","n. 不信, 怀疑",,"She looked atme with a mixture of fear, disbelief and joy.",1,0,7158,7408
discernment,,n. perception of that which is obscure,"[法] 认识, 识别, 洞察力",,"For by this act we deliberatelylay ourselves open to the deepest challenge from anotherhuman being, and even pay the other for the service of scru-tiny and discernment.",0,0,24688,19767
disciplinary,'disiplinәri,"a. relating to discipline in behavior
a. relating to a specific field of academic study","a. 训练的, 纪律的, 训诫的
[法] 纪律的, 惩戒性的",,"When we have no time togive our children, or no time that we are willing to give, wedon't even observe them closely enough to become aware ofwhen their need for our disciplinary assistance is expressedsubtly.",2,0,5466,8128
discouragement,dis'kʌridʒmәnt,"n. the feeling of despair in the face of obstacles
n. the expression of opposition and disapproval
n. the act of discouraging","n. 使泄气, 使气馁, 使沮丧, 使丧失信心, 使失去信心, 阻拦, 劝阻, 留难",,"The fact that we livein a scientific age, while helpful in some respects,serves in others to foster discouragement.",0,0,21194,22982
disembody,.disim'bɒdi,v. free from a body or physical form or reality,vt. 使脱离肉体,gre,,0,0,38558,29109
disengage,.disin'geidʒ,"v. release from something that holds fast, connects, or entangles
v. become free","vt. 使脱离, 使松开, 使摆脱约束(或义务等)
vi. 脱离, 解脱",gre,,0,0,19496,13810
dishearten,dis'hɑ:tn,v. take away the enthusiasm of,"vt. 使...气馁, 使...沮丧",gre,"When my patients losesight of their significance and are disheartened by theeffort of the work we are doing, I sometimes tell themthat the human race is in the midst of making anevolutionary leap.",0,0,33758,18344
dishwasher,'diʃwɒʃә,"n. a machine for washing dishes
n. someone who washes dishes","n. 洗碗机, 洗碗工",,He wants to put money in thebank; she wants a dishwasher.,1,0,12791,11700
disjoint,dis'dʒɒint,"v. separate at the joints
s. having no elements in common","v. (使)脱节, (使)解体, (使)脱臼",,"Keeping one's eye on a four-year-old at the beach, concen-trating on an interminable disjointed story told by a six-yearold, teaching an adolescent how to drive, truly listening tothe tale of your spouse's day at the office or laundrimat, andunderstanding his or her problems from the inside, attempt-ing to be as consistently patient and bracketing as much asDependency 105possible-all these are tasks that are often boring, frequentlyinconvenient and always energy-draining; they mean work.",0,0,0,44300
disorderly,dis'ɒ:dәli,"a. undisciplined and unruly
s. in utter disorder","a. 无秩序的, 乱的, 骚乱的
[法] 妨害治安的, 骚乱的, 无法无天的",,"Shortly after we beganour work they each correctly perceived that therapy wouldlead them toward increasing self-discipline, and consequentlyto a less disorderly relationship.",0,0,15111,17274
disparate,'dispәrәt,"s. fundamentally different or distinct in quality or kind
s. including markedly dissimilar elements","a. 根本不同的, 全异的, 不相干的
n. 无法相比的东西(或人)",gre,,1,0,11798,8918
dispensation,.dispen'seiʃәn,"n. an exemption from some rule or obligation
n. a share that has been dispensed or distributed
n. the act of dispensing (giving out in portions)","n. 分配, 施与, (义务的)免除
[法] 特免权, 豁免, 执行",,"We returned to our places, these Kingdoms,But no longer at ease here, in the old dispensation,With an alien people clutching theirgods.",0,0,14654,19978
disquiet,dis'kwaiәt,n. the trait of seeming ill at ease,"vt. 打搅, 使烦恼, 使忧虑, 使不安
n. 不安, 焦虑, 不平静",,,1,0,14444,27148
distantly,,r. from or at a distance,"adv. 远, 远隔, 久远, 疏远, 稀疏, 不紧密, 冷淡, 冷漠, 隐约",,"Rachel, a cold and distantly proper young woman oftwenty-seven, came to see me at the end of a briefmarriage.",0,0,20018,20966
distrust,dis'trʌst,"n. the trait of not trusting others
v. regard as untrustworthy; regard with suspicion; have no faith or confidence in","n. 不信任
vt. 不信任",,"We begin by distrusting what wealready believe, by actively seeking the threatening andunfamiliar, by deliberately challenging the validity of whatwe have previously been taught and hold dear.",1,0,11594,10659
divinity,di'viniti,"n. the quality of being divine
n. white creamy fudge made with egg whites","n. 神, 神性",,He did decide to go225 GROWTH AND RELIGIONon to divinity school.,1,0,12673,10007
dogmatism,'dɒgmәtizm,n the intolerance and prejudice of a bigot,"n. 武断, 教条主义",gre,"We see dogmatism, and proceeding fromdogmatism, we see wars and inquisitions andpersecutions.",0,0,23976,26217
dominance,'dɔminәns,"n. the state that exists when one person or group has power over another
n. the organic phenomenon in which one of a pair of alleles present in a genotype is expressed in the phenotype and the other allele of the pair is not","n. 优势, 显性, 统治, 控制, 支配
[计] 控制, 扰势",,"It isnecessary at times to tell children simply to shut up-when,for instance, their talk may be distracting in situations that135 LOVEcritically require attention elsewhere or when it mayrepresent a rude interruption of others and an attempt toachieve hostile or unrealistic dominance.",0,0,5432,6288
domination,.dɒmi'neiʃәn,"n. social control by dominating
n. power to dominate or defeat","n. 支配, 控制, 管辖",gre,"These parents sacrifice love intheir need for control and domination over their children,and their reward is children who are excessively fearful ofthe future.",0,0,6158,7356
domineer,.dɒmi'niә,v rule or exercise power over (somebody) in a cruel and autocratic manner,"vi. 跋扈, 作威作福
vt. 盛气凌人",,"After long re-flection he realizes that he has been driven by a need forapproval from a domineering, constantly critical mother; hehas almost worked himself to death so as to be finallysuccessful in her eyes.",0,0,32748,27198
doubly,'dʌbli,"r. to double the degree
r. in a twofold manner","adv. 加倍地, 双重地
[计] 双地",,"In other words, it is dull to listen to a six-year-old,which makes it doubly difficult to keep concentration focused.",1,0,9736,13332
downfall,'daunfɒ:l,n. failure that results in a loss of position or reputation,"n. 衰败, 大雨",,"Yet presidents and kings will often forgetto use them, to their own downfall.",1,0,11133,12590
downhill,'daun'hil,"n. the downward slope of a hill
n. a ski race down a trail
r. toward a lower or inferior state
r. toward the bottom of a hill","a. 下坡的
adv. 下坡, 向下",,"The examplefrequently used to describe this process is that of astream, which naturally flows downhill.",1,0,11207,9523
drastically,'dræstikәli,r. in a drastic manner,"adv. 激烈地, 彻底地",,,0,0,9536,8578
dreamer,'dri:mә,n. someone who is dreaming,"n. 做梦的人, 梦想者",,"In my experience, dreams thatcan be interpreted invariably provide helpful information tothe dreamer.",1,0,15695,11747
dreariness,'driәrinis,n extreme dullness; lacking spirit or interest,"n. 沉寂, 凄凉, 可怕",,By this time some readers may feel saturated by theconcept of discipline and conclude that I am advocating astyle of life of Calvinistic dreariness.,0,0,37761,41921
duet,dju:'et,"n. two performers or singers who perform together
n. a musical composition for two performers",n. 二重奏,gre,"As this happens, speaker and listener begin toappreciate each other more and more, and the duet dance oflove is again begun.",1,0,16219,12125
